question,ground_truth,answer,num_contexts,rouge_l,semantic_similarity,ctx_question_sim,ctx_ground_truth_sim,best_ctx_question_sim,best_ctx_gt_sim
Which performers joined the headliner during the Super Bowl 50 halftime show?,Beyoncé and Bruno Mars,"According to the context, Beyoncé and Bruno Mars joined Coldplay as special guest performers during the Super Bowl 50 halftime show.",3,0.32,0.664527258371605,0.7356486530620923,0.5821530154316737,0.7826158475268342,0.5964245648108933
What was the average cost of a 30-second commercial?,$5 million,"According to the text, the average cost of a 30-second commercial during Super Bowl 50 was $5 million.",3,0.19999999999999998,0.5940019330043558,0.658761178089673,0.41735100003680325,0.6716849154434518,0.4554098562794732
Who is the commissioner of the NFL?,Roger Goodell,"Based on the provided context, there is no mention of an NFL commissioner. The text only mentions Adam Silver as the NBA commissioner and does not mention anyone associated with the National Football League (NFL).",3,0.0,0.6582471143276865,0.705886681081226,0.6058410730029417,0.7474098023605213,0.7176357507659268
Who is the Commissioner of the National Football League?,Roger Goodell,"There is no information provided about the Commissioner of the National Football League, so I cannot answer that question based on the context provided. The text only discusses Qián, the Primal) in the Commentaries on the Classic of Changes (I Ching) and Mongolian language terms.",3,0.0,0.6683693867205889,0.8447213722556555,0.8411244239680659,0.8740639909464314,0.8887438235507649
In what year did Roger Goodell call Super Bowl 50 'an important game for us as a league'?,2012,"According to the context, Roger Goodell called Super Bowl 50 ""an important game for us as a league"" in early 2012.",3,0.0909090909090909,0.5878509136678485,0.694340333451216,0.49216827201299723,0.7139727420990365,0.540180141035047
What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium,"According to the context, Miami's stadium at the time of Super Bowl 50 was called Sun Life Stadium.",3,0.2857142857142857,0.6079115644630256,0.6967262239563529,0.5475110326819767,0.7155990027152592,0.6085059954958586
Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium,"According to the context, Sun Life Stadium in Miami was one of the three venues considered for Super Bowl 50.",3,0.24999999999999997,0.5407001545002458,0.6531881682740813,0.49697580770578975,0.6684029545273353,0.5222086031387404
What was the third city that was considered?,San Francisco,"There is no third city mentioned in the provided context. The text only mentions London, Paris, and Barcelona, followed by Warsaw, Newcastle, and then moves on to describe the megacity of southern California.",3,0.0,0.5581904469087251,0.6824016394381921,0.5526764565400709,0.6936377354451431,0.5747611366256742
On what date did the Florida legislature decide against the plan to renovate the Miami stadium?,"May 3, 2013","According to the context, the Florida legislature refused to approve the funding plan to pay for the renovations on May 3, 2013.",3,0.24000000000000002,0.6334567387709815,0.6900315949077033,0.5044665508485656,0.7566509307084813,0.5695340597434538
When was the most recent Super Bowl hosted in the South Florida/Miami area?,2010,"There is no information about the Super Bowl or Miami/South Florida in the provided context. The text only talks about events and festivals in Newcastle, Gateshead, London, St. Joseph, Missouri, Kansas City, Tampa, and Sarasota, as well as historical figures like Genghis Khan.",3,0.0,0.4605195415451562,0.6811922397016478,0.47255458938999123,0.6892163277599259,0.5050828458167009
What was the last Super Bowl that took place at Sun Life Stadium in Miami? ,Super Bowl XLIV,"There is no mention of Sun Life Stadium or Miami in the provided context, so it's not possible to answer this question based on the given information.",3,0.0,0.7358829223452699,0.6859813152889896,0.63655587523068,0.6909918862194909,0.6970182385625944
Where did the spring meetings of the NFL owners take place?,Boston,"According to the context, the spring meetings of the NFL owners took place in Boston.",3,0.125,0.6373215295104899,0.6690236555331742,0.5066938618447571,0.6940880751692899,0.5555802139376111
What California city last hosted the Super Bowl?,San Diego,"According to the context, San Jose (specifically, SAP Center) hosted the event on February 1, 2016.",3,0.1111111111111111,0.6327567856275925,0.7087914392434307,0.5542813007464071,0.7322126918746402,0.5854604865915618
On what date was Super Bowl 50 given to Levi's Stadium?,"May 21, 2013","The context does not provide a specific date for when Super Bowl 50 was given to Levi's Stadium. It only mentions the event itself and some related details, but not the date it took place.",3,0.0,0.6369033086246209,0.6826795630815711,0.5610594469091815,0.6852034930989092,0.5827583568457493
How many teams can boast a 15–1 regular season record?,six,"According to the context, only six teams can boast a 15-1 regular season record, including the Carolina Panthers.",3,0.10526315789473684,0.5370380128450553,0.7198268390751036,0.4519097494099941,0.7434175044501786,0.4612405283456517
What seed was the Carolina Panthers?,number one,"Based on the context, I would answer that the seed was an ""E"" (either E.H. or George E.).",3,0.0,0.4394776309968271,0.7391388114135458,0.5053962181817421,0.7400380772709644,0.5152954313565477
Which team in Super Bowl 50 had a 15-1 record?,Carolina Panthers,"According to the context, it was the Carolina Panthers who had a 15-1 record.",3,0.25,0.6308584593895323,0.7165157787617779,0.5605744949065699,0.7412130515393143,0.6151521844001134
Whic Carolina Panthers running back was waived?,DeAngelo Williams,"According to the context, DeAngelo Williams was waived by the Carolina Panthers.",3,0.2857142857142857,0.6876085418408662,0.6091109148105182,0.5421410769262515,0.617105641665546,0.5496380328959365
Which Carolina Panthers wide receiver suffered a torn ACL before the season began?,Kelvin Benjamin,"According to the context, Kelvin Benjamin was the Carolina Panthers wide receiver who suffered a torn ACL in the preseason.",3,0.18181818181818182,0.6118232008011353,0.6886923991419079,0.5270251436706902,0.7346130643074321,0.546065441567409
How many Panthers players were chosen for the 2015 season's Pro Bowl?,Ten,"The context does not provide information about how many Panthers players were chosen for the 2015 season's Pro Bowl. It only mentions that Pachauri was present in February 2015, which is unrelated to the Super Bowl or the Carolina Panthers.",3,0.0,0.5635796942673953,0.6927192280990315,0.5853950189478572,0.7202155798180774,0.6739296178808757
How many yards did Newton throw for in 2015?,"3,837","According to the context, Newton threw for 3,837 yards.",3,0.19999999999999998,0.6535072738195136,0.7030807156663353,0.49847146332406395,0.7163005762624871,0.5304404851096036
How many points did Carolina lead the NFL in scoring for offensive plays?,500,"Based on the provided context, there is no information about Carolina leading the NFL in scoring for offensive plays. The text only mentions that the Panthers defense gave up just 308 points, ranking sixth in the league, and led the NFL in interceptions with 24. It does not provide any information about their offense's scoring performance.",3,0.0,0.4060075219832919,0.7090453130339558,0.4032656739784692,0.7175524981799757,0.40879535834944614
How many Pro Bowlers were on the Panthers offense?,six,"According to the context, there is only one Pro Bowl selection on the Panthers offense:

* Mike Tolbert, who rushed for 256 yards and caught 18 passes for another 154 yards.

Additionally, the Panthers offensive line featured two Pro Bowl selections: center Ryan Kalil and guard Trai Turner.",3,0.0,0.4108634226509591,0.6792841257157117,0.44176853176723235,0.6865422946163763,0.4455551815563067
How many Panthers defense players were selected for the Pro Bowl?,four,"According to the context, four Panthers defensive players were selected for the Pro Bowl:

1. Kawann Short
2. Mario Addison
3. Thomas Davis
4. Luke Kuechly",3,0.07407407407407407,0.665836960439599,0.7063728285854743,0.46378894269274085,0.752840176789208,0.47407539451695213
How many interceptions did Josh Norman score touchdowns with in 2015?,two.,"According to the text, Josh Norman had four interceptions, two of which were returned for touchdowns.",3,0.11764705882352941,0.530713529802382,0.7245717625087952,0.46011481957831246,0.7374050775177085,0.4842981374771522
How many tackles did Luke Kuechly register?,118,"According to the context, Luke Kuechly had 11 total tackles.",3,0.0,0.495595665815394,0.6928085572780365,0.42490212787574744,0.701288691345145,0.43638628047311656
How old was Manning at the beginning of the 2015 season?,39,The answer is not provided in the given context. The text only mentions Pachauri and does not mention Manning at all.,3,0.0,0.3636683565000186,0.7037817321262644,0.3638575894417109,0.8012835171265649,0.4224905584431687
Who did the Broncos play in the last week of the regular season?,San Diego Chargers,"The text does not mention who the Broncos played in the last week of the regular season. It only mentions their performance in the NFC Championship Game, AFC Championship Game, and Super Bowl 50.",3,0.0,0.6203380437573079,0.6833677624142438,0.607750325001691,0.6946887203720614,0.6290057916867304
What was the first team Peyton Manning began playing for?,Indianapolis Colts,"There is no mention of Peyton Manning in the provided context. The text only talks about Kenya's cricket and rugby teams, as well as Harvard and Yale universities' influence on football (American) in the early 20th century. Therefore, it is not possible to determine which team Peyton Manning began playing for based on this context.",3,0.0,0.587902271372238,0.6802813318558069,0.5455583439542745,0.6926461730611935,0.5822705743045554
What was Manning's passer rating at the end of the season?,67.9,"According to the context, Manning finished the year with a career-low 67.9 passer rating.",3,0.13333333333333333,0.5848469536285789,0.6804394201330074,0.49604353859408384,0.6941963506697115,0.5178482614838409
What Denver player caught the ball 76 times in the 2015 season?,Emmanuel Sanders,"There is no mention of a Denver player catching the ball 76 times in the provided context. The text only mentions players from the Carolina Panthers and the Denver Broncos, but does not provide information about specific catches or receptions for any Denver player.",3,0.0,0.6397512636461788,0.6686824388196723,0.524170439354044,0.6846985502979045,0.5496380328959365
How many interceptions did manning have in 2015?,17,"Based on the provided context, it is not specified how many interceptions Peyton Manning had in 2015. The text only mentions that he led the NFL in interceptions and threw four interceptions in one game, but does not provide a total number of interceptions for the season.",3,0.0,0.4386865104578162,0.6558873963810016,0.43136209978701473,0.6864719124272144,0.4736386577527952
What is the position Derek Wolfe plays currently? ,Defensive ends,"Based on the context provided, there is no information about a person named Derek Wolfe or his current position. The names mentioned are E.H. Cathey, Bloomberg L.P., Roosevelt, and John F., but none of them seem to be related to football or sports. Therefore, I cannot answer the question about Derek Wolfe's current position.",3,0.0,0.42968774119532277,0.6116288605834891,0.6590701624389247,0.6146222377015805,0.6770376627172157
Who forced four fumbles for the Broncos in the 2015 season?,Von Miller,"Based on the provided context, it is not mentioned that anyone forced four fumbles for the Broncos in the 2015 season. The text only mentions specific players' performances and statistics, but does not mention any player forcing four fumbles.",3,0.0,0.5096339317842451,0.679678665142179,0.5877307583355753,0.6881505573658723,0.6652349413277376
How many points did the Broncos defense allow their opponents to get?,296,"According to the context, the Panthers beat the Seattle Seahawks in the divisional round with a score of 31-0, and then held off a furious second half comeback attempt to win 31-24. Later, the Broncos defeated the Pittsburgh Steelers in the divisional round by scoring 11 points in the final three minutes of the game, winning 23-16.",3,0.0,0.41187279354684597,0.69855534575357,0.37079295600219186,0.705382472707547,0.3754231544156832
How many turnovers did the Panthers force during the NFC Championship game?,seven,"Based on the context provided, it appears that the Panthers forced 4 fumbles (2 by Miller) and 4 interceptions (1 by Kuechly), for a total of 8 turnovers.",3,0.0,0.4642710284043107,0.692599062473484,0.3990641019135402,0.6995814897882929,0.4129026167990643
How many yards did the Panthers get for the division championshipt game?,487,"The context does not mention a ""division championship"" game. It appears to be discussing Super Bowl 50, which is the championship game of the National Football League (NFL). Therefore, it does not provide information on how many yards the Panthers got in a ""division championship"" game, as that information is not relevant to the provided context.",3,0.0,0.3875378753628255,0.7383033852108474,0.4293668170143805,0.7635642189275789,0.46097405407727776
How many times did Arizona turn the ball over in the NFC Championship?,seven,"The context does not mention Arizona or the NFC Championship, so it is impossible to determine how many times Arizona turned the ball over in the NFC Championship based on this information. The passage appears to be describing a different game, likely Super Bowl 50.",3,0.0,0.4012321489695697,0.6508680656486455,0.3791844951495375,0.6791133051971103,0.3925630118711539
How much time remained on the clock when the Broncos made the interception that clinched the AFC Championship Game?,17 seconds,"According to the text, the Broncos beat the New England Patriots in the AFC Championship Game by intercepting a pass with 17 seconds left on the clock. Therefore, there was no interception that clinched the game for the Broncos in this context. The question is likely referring to the Panthers' game against the Seahawks, but it's not specified which game is being referred to.",3,0.06060606060606061,0.47149311367253216,0.6995099685610024,0.40002567333399447,0.7090994072800683,0.4172056901160731
What was the final score of the AFC Championship Game?,20–18,I can't answer that. The names listed don't seem to be related to a sports game. Can I help you with something else?,3,0.0,0.4582389330524434,0.6460513784073952,0.6225845896071859,0.6504611294317556,0.6339374656898918
Who won Super Bowl XLIX?,New England Patriots,"Based on the context provided, it appears that none of the individuals mentioned (George E. Roosevelt, John F., and E.H.) have any connection to Super Bowl XLIX. Therefore, I cannot answer the question based on this information.",3,0.0,0.6567009482093542,0.7250768191453592,0.9355815708072842,0.7309539117198073,0.9628533542246641
What injury did Thomas Davis suffer during the playoff games?,broken arm,"According to the context, there is no mention of Thomas Davis suffering an injury during the playoff games. The text only mentions that he had already overcome three injuries in his 11-year veteran career, but does not specify what those injuries were or if he suffered any new injuries during the playoffs.",3,0.0,0.4450023898746935,0.6902198795545026,0.4214059207626413,0.7268255168919694,0.48780548756464426
"What injury did Thomas Davis suffer from repeatedly, for a total of three times, during his career?",ACL tears,"According to the context, Thomas Davis suffered from ACL tears, specifically three times, prior to suffering a broken arm in the NFC Championship Game.",3,0.15384615384615385,0.6889298598757639,0.7046847244506642,0.5324988479033722,0.7352919376261289,0.5890822737479788
How many years had Thomas Davis played in the league when he broke his arm during the NFC Championship game?,11,"According to the context, Thomas Davis had already overcome three ACL tears in his career, which suggests that he was an 11-year veteran at the time of the injury.",3,0.0,0.4826096435772655,0.7142551063758756,0.46455226036171693,0.7870248556739672,0.48446641682062186
How old was Manning when he played Super Bowl 50?,39.,"According to the context, Peyton Manning became the oldest quarterback ever to play in a Super Bowl at age 39. Therefore, he was 39 years old when he played Super Bowl 50.",3,0.06060606060606061,0.6082762216968266,0.6768976626782787,0.45005299329343745,0.6892647838106928,0.49137005866964334
Who is the oldest quarterback to play in a Super Bowl?,Peyton Manning,"According to the context, Peyton Manning is the oldest quarterback ever to play in a Super Bowl at age 39.",3,0.18181818181818182,0.5653376322662355,0.7438415970663672,0.5229192319452155,0.808787576958061,0.5352496886428129
Who has the record of being the oldest quarter back in any Super Bowl game?,Peyton Manning,"According to the context, Peyton Manning holds the record for being the oldest quarterback ever to play in a Super Bowl at age 39.",3,0.15384615384615385,0.5853962779899115,0.7068136972509708,0.526688259524819,0.7309311155026503,0.5352496886428129
Who was the number two draft pick for 2011?,Von Miller,"Based on the context provided, Von Miller was the #2 selection of the 2011 NFL draft, making Cam Newton the #1 pick.",3,0.16666666666666669,0.6186776873178351,0.6356409553766227,0.5310605486603976,0.6587891007399486,0.5742119708817568
How old was Newton during Super Bowl 50?,26,"There is no information provided about Isaac Newton or his age during Super Bowl 50. The text only mentions dates related to the geological period and authors' names, but not any information about Newton. Therefore, it's impossible to answer this question based on the context provided.",3,0.0,0.4507178270356475,0.6585637967124613,0.4445568147993686,0.6675177594551989,0.4630143845384056
When was Newton the first selection in the NFL Draft?,2011,"There is no mention of Newton or the NFL Draft in the provided context, so it's not possible to answer this question based on the information given.",3,0.0,0.41384792344522103,0.6672146109334803,0.4435289936842988,0.682679128197722,0.4803485487404398
In what Super Bowl did Rivera play?,Super Bowl XX,"Based on the context provided, I would answer that Bill Belichick played in Super Bowl.",3,0.2222222222222222,0.7114978869161804,0.7174551622622488,0.9355815708072842,0.7251996906536349,0.9628533542246641
Who was the Panthers head coach for the 2015 season?,Rivera,"The context does not mention the Carolina Panthers or their head coach for the 2015 season. Therefore, I cannot answer this question based on the provided context.",3,0.0,0.5591792635307093,0.6834252313067667,0.575563873381903,0.7404589806321364,0.6739296178808757
Who was replaced by Kubiak in Super Bowl XXIV?,Elway,"There is no information provided about Super Bowl XXIV or Kubiak replacing someone. The context only discusses Qián, the Primal) and Mongolian language. Therefore, I cannot answer this question based on the provided context.",3,0.0,0.6446649003878331,0.8205287206711382,0.8547742384032725,0.8249026749799405,0.9151055022061687
"Which kicker had a portion of the turf collapse, causing him to miss a field goal?",Justin Tucker,"According to the context, it was Baltimore Ravens kicker Justin Tucker whose portion of the turf collapsed under him during a week 6 game earlier in the 2015 season.",3,0.12903225806451613,0.5211498436190569,0.6889524895660069,0.5264324985128456,0.7408704820704399,0.554672105265418
What was used to sod the Levi's Stadium for Super Bowl 50? ,hybrid Bermuda 419 turf,"There is no information about Levi's Stadium or Super Bowl 50 in this context. The text only discusses Kenya, the Kikuyu people, and the Mau Mau movement. Therefore, I cannot answer your question based on this context.",3,0.0,0.4297663953831034,0.6449731567393772,0.47538987046402265,0.6496641785193221,0.4897256888447314
What did a lot of players need to change during Super Bowl 50 because of the condition of the field?,their cleats,"According to the text, a lot of players needed to change their cleats during the game due to the condition of the field.",3,0.16,0.7084921380452548,0.6952681030783004,0.49571740580322693,0.7486925568083911,0.5522307742786147
What was the final score of Super Bowl XXXIII?,34–19,"Based on the context provided, I can't answer that question. The names listed appear to be people's names and don't seem related to sports or a specific game like Super Bowl XXXIII. Can you provide more information or clarify what you're asking?",3,0.0,0.49437981960563665,0.6674608891256263,0.6299947924709072,0.6709310634787117,0.6444208943912527
What team lost Super Bowl XXXIII?,Atlanta Falcons,"Based on the context, I would answer that the Atlanta Falcons (J.) lost Super Bowl XXXIII.",3,0.2222222222222222,0.6875493024733723,0.6627397454124421,0.9596887512325255,0.6649891265262486,0.9835760606158144
What was Elway's final game as the Denver quarterback?,Super Bowl XXXIII,"According to the context, John Elway led the Broncos to victory in Super Bowl XXXIII at age 38. However, it does not specify what his final game as a Denver quarterback was. It only mentions that he is currently Denver's Executive Vice President of Football Operations and General Manager.",3,0.11538461538461538,0.5906809181774364,0.6906930035349831,0.5554378295114856,0.7055558518478408,0.5560364272145145
What was the name of the hotel the Panthers chose to stay in during Super Bowl 50?,Santa Clara Marriott,"There is no mention of a hotel in the provided context. The text only talks about the Seven Years' War, the Battle of Jumonville Glen, and Super Bowl 50. Therefore, it's not possible to answer this question based on the given context.",3,0.0,0.6027383422300013,0.6182149304433054,0.6315375771063136,0.624213676202528,0.6970182385625944
In what city's Marriott did the Broncos stay?,Santa Clara,"There is no mention of a Marriott or the Broncos in the provided context. The text only talks about cities such as Berlin, London, Paris, Barcelona, Warsaw, and Newcastle, but does not mention any sports teams like the Broncos or hotels like Marriott. Therefore, it's impossible to answer this question based on the provided context.",3,0.0,0.6225894841576076,0.7112861509007047,0.5546226024465868,0.7200540900762712,0.5747611366256742
Where did the Broncos practice for the Super Bowl?,Stanford University,"Based on the context, it appears that the names are related to the Denver Broncos football team. Therefore, I would answer that the Broncos practiced for the Super Bowl at Mile High Stadium (Schulz), Invesco Field at Mile High (Eliot and E.), or Sports Authority Field at Mile High (E.H.).",3,0.0,0.6149462903042074,0.720206245086258,0.9045748310675569,0.7249560003654884,0.9451350875825718
"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",L,"According to the context, if Roman numerals were used, the game would have been known as ""Super Bowl L"".",3,0.1,0.6388810019888788,0.6943098405133751,0.5428609589177659,0.7061887108754537,0.5529109318619729
In what year was it declared that no Roman numerals would be used in the name of the 50th Super Bowl?,2014,"According to the context, it was announced on June 4, 2014, that the NFL would temporarily suspend the use of Roman numerals for the naming of Super Bowls and instead use Arabic numerals.",3,0.05882352941176471,0.5674234680042667,0.6778094508740108,0.5205733557701243,0.6966409350131681,0.5313422449583722
"Which Super Bowl, after the 50th one, will begin have Roman numerals in the title again?",Super Bowl LI,"According to the context, the answer is Super Bowl LI.",3,0.4615384615384615,0.7416451861227292,0.7063132529501717,0.5836367856188763,0.7402426052786212,0.6085059954958586
