question,ground_truth,answer,num_contexts,rouge_l,semantic_similarity,ctx_question_sim,ctx_ground_truth_sim,best_ctx_question_sim,best_ctx_gt_sim
What day was the Super Bowl played on?,"[""February 7, 2016"", ""February 7"", ""The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.""]","The Super Bowl was played on February 7, 2016, at Levi's Stadium in Santa Clara, California.",3,0.7567567567567567,0.9175389299029473,0.7111734514367661,0.7240356468429466,0.737762154686532,0.7466361582664028
Who won Super Bowl 50?,"[""Denver Broncos"", ""Denver Broncos"", ""The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.""]",Super Bowl 50 was won by the Denver Broncos over the Carolina Panthers.,3,0.3157894736842105,0.8306762535322221,0.7299130087505638,0.6693665144152631,0.7718740791416758,0.7923801593179974
What venue did Super Bowl 50 take place in?,"[""Levi's Stadium"", ""Levi's Stadium"", ""The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.""]","Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",3,0.6666666666666666,0.7894691477824934,0.7255555937421336,0.6623691583015084,0.7626620711162871,0.7423571173270795
What city did Super Bowl 50 take place in?,"[""Santa Clara"", ""Santa Clara"", ""The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.""]","Super Bowl 50 took place in Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",3,0.6153846153846153,0.7856412671523608,0.7230429591971067,0.6556743181379739,0.7806990011845125,0.7423571173270795
"If Roman numerals were used, what would Super Bowl 50 have been called?","[""Super Bowl L"", ""L"", ""As this was the 50th Super Bowl, the league emphasized the \""golden anniversary\"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as \""Super Bowl L\""), so that the logo could prominently feature the Arabic numerals 50.""]","The NFL announced that Super Bowl 50 would be known as ""Super Bowl L"" instead of using Roman numerals for the game's name. The use of Arabic numerals will be temporarily suspended for Super Bowl LI, which is set to take place on February 7, 2018.",3,0.2549019607843137,0.7956852004037358,0.7249779138650871,0.8258413680856741,0.7498369765945595,0.9835025654562605
Super Bowl 50 decided the NFL champion for what season?,"[""2015"", ""the 2015 season"", ""Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.""]","The question is based on the context provided, which is ""Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. As this was the 50th Super Bowl, the league emphasized the ""golden"" and awarded a large, 18-karat gold-plated ""50"". Each digit will weigh 33 lb (15 kg) for a total of 66 lb (30 kg). The league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"". The bid sites were New Orleans' Mercedes-Benz Superdomes, Miami's Sun Life Stadium, and San Francisco Bay Area's Levi's Stadium.""",3,0.28205128205128205,0.8112604158137139,0.7110028996278434,0.7640092755727371,0.7986155972595534,0.8649080140446049
What year did the Denver Broncos secure a Super Bowl title for the third time?,"[""2015"", ""2016"", ""Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.""]","The Denver Broncos secured a Super Bowl title for the third time in 2016, following their victory over the Carolina Panthers in Super Bowl 50.",3,0.1702127659574468,0.7588404769044499,0.7074104063238743,0.7059143635211839,0.7201009665505691,0.8649080140446049
What city did Super Bowl 50 take place in?,"[""Santa Clara"", ""Santa Clara"", ""The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.""]","Super Bowl 50 took place in Levi's Stadium, located in the San Francisco Bay Area at Santa Clara, California.",3,0.6,0.7928434603756567,0.7230429591971067,0.6556743181379739,0.7806990011845125,0.7423571173270795
What stadium did Super Bowl 50 take place in?,"[""Levi's Stadium"", ""Levi's Stadium"", ""The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.""]","Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",3,0.6666666666666666,0.7894691477824934,0.7267917196671334,0.6623691583015084,0.7715201094802477,0.7423571173270795
What was the final score of Super Bowl 50? ,"[""24–10"", ""24–10"", ""The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.""]",The final score of Super Bowl 50 was 24-10 in favor of the Denver Broncos over the Carolina Panthers.,3,0.2727272727272727,0.8349986431302209,0.7491802680986326,0.6693665144152631,0.776213696249416,0.7923801593179974
"What month, day and year did Super Bowl 50 take place? ","[""February 7, 2016"", ""February 7, 2016"", ""The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.""]","Super Bowl 50 took place on February 7, 2016, at Levi's Stadium in San Francisco Bay Area at Santa Clara, California.",3,0.7619047619047619,0.8790110690694171,0.6828672032851199,0.6852587276863643,0.7566975442497405,0.7423571173270795
What year was Super Bowl 50?,"[""2015"", ""2016"", ""The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.""]",Super Bowl 50 was the 50th Super Bowl held in the United States.,3,0.17647058823529413,0.5624282549822657,0.6946158203490583,0.5788439807091805,0.758926746428151,0.7423571173270795
What team was the AFC champion?,"[""Denver Broncos"", ""Denver Broncos"", ""The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.""]",The Broncos were the AFC champion for the 2015 season.,3,0.22857142857142856,0.7383036937312414,0.6916831091471701,0.7445589136576808,0.7063060458143503,0.7923801593179974
What team was the NFC champion?,"[""Carolina Panthers"", ""Carolina Panthers"", ""The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.""]",The Panthers were the NFC champion.,3,0.25806451612903225,0.7579034773189046,0.692781888889186,0.768311708368873,0.7004458235005608,0.8135893792428792
Who won Super Bowl 50?,"[""Denver Broncos"", ""Denver Broncos"", ""The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.""]","Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season, and the American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24-10.",3,0.5151515151515151,0.8702657522281411,0.7299130087505638,0.6693665144152631,0.7718740791416758,0.7923801593179974
Super Bowl 50 determined the NFL champion for what season?,"[""2015"", ""the 2015 season"", ""Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.""]","The question is based on the context provided, which is the Super Bowl 50.",3,0.16666666666666663,0.7542090175879239,0.7162494682430185,0.7640092755727371,0.801886485374655,0.8649080140446049
Which team won Super Bowl 50.,"[""Denver Broncos"", ""Denver Broncos"", ""The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.""]","Answer based on the context provided:

Super_Boowl_50
Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24-10 to earn their third Super Bowl title.",3,0.6075949367088608,0.8307972069374545,0.7358494358035337,0.6693665144152631,0.7797380299372406,0.7923801593179974
Where was Super Bowl 50 held?,"[""Santa Clara, California."", ""Levi's Stadium"", ""The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.""]","Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",3,0.717948717948718,0.7867091765438681,0.7287723662011234,0.6623691583015084,0.7817234947259001,0.7423571173270795
The name of the NFL championship game is?,"[""Super Bowl"", ""Super Bowl"", ""Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.""]",Super Bowl 50.,3,0.8,0.7816717763593649,0.6921944971377544,0.7429537971993296,0.7331283818709384,0.8649080140446049
What 2015 NFL team one the AFC playoff?,"[""Denver Broncos"", ""Denver Broncos"", ""The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.""]","The 2015 NFL team that made eight appearances in the Super Bowl was the Denver Broncos, who defeated the Pittsburgh Steelers in the divisional round and beat the New England Patriots in the AFC Championship Game.",3,0.1639344262295082,0.7815807706236481,0.6702580716751623,0.7069211603259246,0.7051597071371258,0.752454554330816
